,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
712,resident orcas,spill year,JF-FhTs,-0.004274620573369,0.0,-0.0
713,transient orcas,spill year,JF-FhTs,-0.0007306220777381,0.0,-0.0
714,porpoises,spill year,JF-FhTn,-0.0072035007828519,0.003,-0.003
715,seals,spill year,JF-FhTn,-0.0032799363661784,0.0001,-0.0001
716,humpbacks,spill year,JF-FhTn,-0.0919441612632243,0.0,-0.0
717,sealions,spill year,JF-FhTn,-0.0021732455596956,0.0,-0.0
718,resident orcas,spill year,JF-FhTn,-0.0059834946440018,0.0,-0.0
719,transient orcas,spill year,JF-FhTn,-0.0006700984373131,0.0,-0.0
720,porpoises,10 years later,AP-FlTs,-0.0809900492111792,0.003,-0.003
721,seals,10 years later,AP-FlTs,-0.101332572310423,0.0001,-0.0001
722,humpbacks,10 years later,AP-FlTs,-0.4353201319201038,0.0,-0.0
723,sealions,10 years later,AP-FlTs,-0.0424024837508141,0.0,-0.0
724,resident orcas,10 years later,AP-FlTs,-0.1045084428706799,0.0,-0.0
725,transient orcas,10 years later,AP-FlTs,-0.0232435956691778,0.0,-0.0
726,porpoises,10 years later,AP-FlTn,-0.2458107070591153,0.003,-0.003
727,seals,10 years later,AP-FlTn,-0.0656134215141779,0.0001,-0.0001
728,humpbacks,10 years later,AP-FlTn,-0.4616002272975817,0.0,-0.0
729,sealions,10 years later,AP-FlTn,-0.0278728693722252,0.0,-0.0
730,resident orcas,10 years later,AP-FlTn,-0.0580968537528814,0.0,-0.0
731,transient orcas,10 years later,AP-FlTn,-0.0433156334247175,0.0,-0.0
732,porpoises,10 years later,AP-FhTs,-1.180731140820924,0.003,-0.003
733,seals,10 years later,AP-FhTs,-0.2538068880095034,0.0001,-0.0001
734,humpbacks,10 years later,AP-FhTs,-2.315433771411322,0.0,-0.0
735,sealions,10 years later,AP-FhTs,-0.1565251794042099,0.0,-0.0
736,resident orcas,10 years later,AP-FhTs,-0.2025872290432462,0.0,-0.0
737,transient orcas,10 years later,AP-FhTs,-0.1603034475029752,0.0,-0.0
738,porpoises,10 years later,AP-FhTn,-0.8317368333510722,0.003,-0.003
739,seals,10 years later,AP-FhTn,-0.1368167284389043,0.0001,-0.0001
740,humpbacks,10 years later,AP-FhTn,-1.4405092859349098,0.0,-0.0
741,sealions,10 years later,AP-FhTn,-0.1069943545306983,0.0,-0.0
742,resident orcas,10 years later,AP-FhTn,-0.1285176680119215,0.0,-0.0
743,transient orcas,10 years later,AP-FhTn,-0.115544976283185,0.0,-0.0
744,porpoises,10 years later,TP-FlTs,-0.837161555360969,0.003,-0.003
745,seals,10 years later,TP-FlTs,-0.2108354966829495,0.0001,-0.0001
746,humpbacks,10 years later,TP-FlTs,-2.374023290322552,0.0,-0.0
747,sealions,10 years later,TP-FlTs,-0.0575598316815073,0.0,-0.0
748,resident orcas,10 years later,TP-FlTs,-0.211230317786869,0.0,-0.0
749,transient orcas,10 years later,TP-FlTs,-0.1808917202008575,0.0,-0.0
750,porpoises,10 years later,TP-FlTn,-0.2730816872174157,0.003,-0.003
751,seals,10 years later,TP-FlTn,-0.0713260746975719,0.0001,-0.0001
752,humpbacks,10 years later,TP-FlTn,-0.7912890445839184,0.0,-0.0
753,sealions,10 years later,TP-FlTn,0.0429186760654765,0.0,-0.0
754,resident orcas,10 years later,TP-FlTn,-0.1468566933002246,0.0,-0.0
755,transient orcas,10 years later,TP-FlTn,-0.0726960058563364,0.0,-0.0
756,porpoises,10 years later,TP-FhTs,0.6059196810743894,0.003,-0.003
757,seals,10 years later,TP-FhTs,0.0312226424927919,0.0001,-0.0001
758,humpbacks,10 years later,TP-FhTs,1.1733272518240612,0.0,-0.0
759,sealions,10 years later,TP-FhTs,0.2020649894326709,0.0,-0.0
760,resident orcas,10 years later,TP-FhTs,-0.120064115766052,0.0,-0.0
761,transient orcas,10 years later,TP-FhTs,0.0734458227234702,0.0,-0.0
762,porpoises,10 years later,TP-FhTn,-0.9886995552166148,0.003,-0.003
763,seals,10 years later,TP-FhTn,-0.0403826407767915,0.0001,-0.0001
764,humpbacks,10 years later,TP-FhTn,-2.8264152342486524,0.0,-0.0
765,sealions,10 years later,TP-FhTn,-0.0526348304589974,0.0,-0.0
766,resident orcas,10 years later,TP-FhTn,-0.261185799645558,0.0,-0.0
767,transient orcas,10 years later,TP-FhTn,-0.1424724007218969,0.0,-0.0
768,porpoises,10 years later,EB-FlTs,-0.1650926953723075,0.003,-0.003
769,seals,10 years later,EB-FlTs,-0.1749513797090951,0.0001,-0.0001
770,humpbacks,10 years later,EB-FlTs,-0.798359327411009,0.0,-0.0
771,sealions,10 years later,EB-FlTs,-0.0831401448623703,0.0,-0.0
772,resident orcas,10 years later,EB-FlTs,-0.1823957785741903,0.0,-0.0
773,transient orcas,10 years later,EB-FlTs,-0.0482106657335634,0.0,-0.0
774,porpoises,10 years later,EB-FlTn,-0.2739398787328273,0.003,-0.003
775,seals,10 years later,EB-FlTn,-0.1772280793105374,0.0001,-0.0001
776,humpbacks,10 years later,EB-FlTn,-0.7830054239693907,0.0,-0.0
777,sealions,10 years later,EB-FlTn,-0.0841354195675869,0.0,-0.0
778,resident orcas,10 years later,EB-FlTn,-0.1890141877698303,0.0,-0.0
779,transient orcas,10 years later,EB-FlTn,-0.0622789878431029,0.0,-0.0
780,porpoises,10 years later,EB-FhTs,-0.0905579607103224,0.003,-0.003
781,seals,10 years later,EB-FhTs,-0.1469134088226698,0.0001,-0.0001
782,humpbacks,10 years later,EB-FhTs,-0.3657592953380428,0.0,-0.0
783,sealions,10 years later,EB-FhTs,-0.0665061527948185,0.0,-0.0
784,resident orcas,10 years later,EB-FhTs,-0.1465256052245145,0.0,-0.0
785,transient orcas,10 years later,EB-FhTs,-0.0269496352429543,0.0,-0.0
786,porpoises,10 years later,EB-FhTn,-0.0507249742178672,0.003,-0.003
787,seals,10 years later,EB-FhTn,-0.082563388442225,0.0001,-0.0001
788,humpbacks,10 years later,EB-FhTn,-0.2350327079967518,0.0,-0.0
789,sealions,10 years later,EB-FhTn,-0.0318543619115396,0.0,-0.0
790,resident orcas,10 years later,EB-FhTn,-0.093620315037749,0.0,-0.0
791,transient orcas,10 years later,EB-FhTn,-0.0146656929193045,0.0,-0.0
792,porpoises,10 years later,JF-FlTs,-0.3553949110566312,0.003,-0.003
793,seals,10 years later,JF-FlTs,-0.0651594008947287,0.0001,-0.0001
794,humpbacks,10 years later,JF-FlTs,-0.9820045596924885,0.0,-0.0
795,sealions,10 years later,JF-FlTs,0.0039063276259798,0.0,-0.0
796,resident orcas,10 years later,JF-FlTs,-0.1139168727609951,0.0,-0.0
797,transient orcas,10 years later,JF-FlTs,-0.0871963167202716,0.0,-0.0
798,porpoises,10 years later,JF-FlTn,-0.3550288082051411,0.003,-0.003
799,seals,10 years later,JF-FlTn,-0.0655317960016499,0.0001,-0.0001
800,humpbacks,10 years later,JF-FlTn,-1.0064381361664432,0.0,-0.0
801,sealions,10 years later,JF-FlTn,0.0072226888113346,0.0,-0.0
802,resident orcas,10 years later,JF-FlTn,-0.0930250128303189,0.0,-0.0
803,transient orcas,10 years later,JF-FlTn,-0.0847713272467132,0.0,-0.0
804,porpoises,10 years later,JF-FhTs,-0.3441408250410638,0.003,-0.003
805,seals,10 years later,JF-FhTs,-0.0650278429919892,0.0001,-0.0001
806,humpbacks,10 years later,JF-FhTs,-0.9909206008051497,0.0,-0.0
807,sealions,10 years later,JF-FhTs,-0.0096246674327182,0.0,-0.0
808,resident orcas,10 years later,JF-FhTs,-0.0962838878567595,0.0,-0.0
809,transient orcas,10 years later,JF-FhTs,-0.0756592532930944,0.0,-0.0
810,porpoises,10 years later,JF-FhTn,-0.2459103671714879,0.003,-0.003
811,seals,10 years later,JF-FhTn,-0.0716979467063105,0.0001,-0.0001
812,humpbacks,10 years later,JF-FhTn,-1.038495755971902,0.0,-0.0
813,sealions,10 years later,JF-FhTn,-0.009788709632631,0.0,-0.0
814,resident orcas,10 years later,JF-FhTn,-0.1392783352963778,0.0,-0.0
815,transient orcas,10 years later,JF-FhTn,-0.0730204526795608,0.0,-0.0
816,porpoises,20 years later,AP-FlTs,-0.0307330733291377,0.003,-0.003
817,seals,20 years later,AP-FlTs,-0.0704342083304598,0.0001,-0.0001
818,humpbacks,20 years later,AP-FlTs,-1.0006647483821718,0.0,-0.0
819,sealions,20 years later,AP-FlTs,-0.0666351248075181,0.0,-0.0
820,resident orcas,20 years later,AP-FlTs,-0.2156159170964233,0.0,-0.0
821,transient orcas,20 years later,AP-FlTs,-0.0480358666621283,0.0,-0.0
822,porpoises,20 years later,AP-FlTn,-0.4421586233135266,0.003,-0.003
823,seals,20 years later,AP-FlTn,-0.1075612731401742,0.0001,-0.0001
824,humpbacks,20 years later,AP-FlTn,-0.4219520084762108,0.0,-0.0
825,sealions,20 years later,AP-FlTn,0.0155190656734427,0.0,-0.0
826,resident orcas,20 years later,AP-FlTn,-0.0916987116183221,0.0,-0.0
827,transient orcas,20 years later,AP-FlTn,-0.0868655710635568,0.0,-0.0
828,porpoises,20 years later,AP-FhTs,-9.0381347663085,0.003,-0.003
829,seals,20 years later,AP-FhTs,-1.266775056281919,0.0001,-0.0001
830,humpbacks,20 years later,AP-FhTs,-2.0163028159679333,0.0,-0.0
831,sealions,20 years later,AP-FhTs,-0.4296880127181279,0.0,-0.0
832,resident orcas,20 years later,AP-FhTs,-0.4335847620326594,0.0,-0.0
833,transient orcas,20 years later,AP-FhTs,-0.8728297386874285,0.0,-0.0
834,porpoises,20 years later,AP-FhTn,-5.8711919789279445,0.003,-0.003
835,seals,20 years later,AP-FhTn,-0.7693114107508614,0.0001,-0.0001
836,humpbacks,20 years later,AP-FhTn,-1.2036840956368888,0.0,-0.0
837,sealions,20 years later,AP-FhTn,-0.2384196660589188,0.0,-0.0
838,resident orcas,20 years later,AP-FhTn,-0.2961569040686884,0.0,-0.0
839,transient orcas,20 years later,AP-FhTn,-0.5574900213730093,0.0,-0.0
840,porpoises,20 years later,TP-FlTs,-8.376358954701011,0.003,-0.003
841,seals,20 years later,TP-FlTs,-1.2169954812849646,0.0001,-0.0001
842,humpbacks,20 years later,TP-FlTs,-1.94260601888316,0.0,-0.0
843,sealions,20 years later,TP-FlTs,-0.2443299090039796,0.0,-0.0
844,resident orcas,20 years later,TP-FlTs,-0.4012415614984244,0.0,-0.0
845,transient orcas,20 years later,TP-FlTs,-0.739749874024086,0.0,-0.0
846,porpoises,20 years later,TP-FlTn,-6.589956521011308,0.003,-0.003
847,seals,20 years later,TP-FlTn,-1.0089452958754,0.0001,-0.0001
848,humpbacks,20 years later,TP-FlTn,-2.853275393288798,0.0,-0.0
849,sealions,20 years later,TP-FlTn,-0.1375310786314476,0.0,-0.0
850,resident orcas,20 years later,TP-FlTn,-0.348627053311914,0.0,-0.0
851,transient orcas,20 years later,TP-FlTn,-0.7134180963100611,0.0,-0.0
852,porpoises,20 years later,TP-FhTs,0.6326746869837652,0.003,-0.003
853,seals,20 years later,TP-FhTs,-0.1224544520777537,0.0001,-0.0001
854,humpbacks,20 years later,TP-FhTs,-2.760749094756007,0.0,-0.0
855,sealions,20 years later,TP-FhTs,0.1195420630741717,0.0,-0.0
856,resident orcas,20 years later,TP-FhTs,-0.303005056261838,0.0,-0.0
857,transient orcas,20 years later,TP-FhTs,0.0110352035192251,0.0,-0.0
858,porpoises,20 years later,TP-FhTn,-8.368455998361839,0.003,-0.003
859,seals,20 years later,TP-FhTn,-1.215382009430235,0.0001,-0.0001
860,humpbacks,20 years later,TP-FhTn,-1.8082585480409663,0.0,-0.0
861,sealions,20 years later,TP-FhTn,-0.2221663351511027,0.0,-0.0
862,resident orcas,20 years later,TP-FhTn,-0.3727901463484651,0.0,-0.0
863,transient orcas,20 years later,TP-FhTn,-0.8232226786789342,0.0,-0.0
864,porpoises,20 years later,EB-FlTs,-0.1921539097310187,0.003,-0.003
865,seals,20 years later,EB-FlTs,-0.1977097662008431,0.0001,-0.0001
866,humpbacks,20 years later,EB-FlTs,-2.683045569609956,0.0,-0.0
867,sealions,20 years later,EB-FlTs,-0.1486701262873024,0.0,-0.0
868,resident orcas,20 years later,EB-FlTs,-0.4103899420041602,0.0,-0.0
869,transient orcas,20 years later,EB-FlTs,-0.110012008305862,0.0,-0.0
870,porpoises,20 years later,EB-FlTn,-0.6618024808265544,0.003,-0.003
871,seals,20 years later,EB-FlTn,-0.2744377810905951,0.0001,-0.0001
872,humpbacks,20 years later,EB-FlTn,-1.6003823495359684,0.0,-0.0
873,sealions,20 years later,EB-FlTn,-0.1884051819579435,0.0,-0.0
874,resident orcas,20 years later,EB-FlTn,-0.595040475939691,0.0,-0.0
875,transient orcas,20 years later,EB-FlTn,-0.188129904155192,0.0,-0.0
876,porpoises,20 years later,EB-FhTs,-0.1499429357352533,0.003,-0.003
877,seals,20 years later,EB-FhTs,-0.1859314414074908,0.0001,-0.0001
878,humpbacks,20 years later,EB-FhTs,-1.3356859083083352,0.0,-0.0
879,sealions,20 years later,EB-FhTs,-0.1667064443722721,0.0,-0.0
880,resident orcas,20 years later,EB-FhTs,-0.5453980005500847,0.0,-0.0
881,transient orcas,20 years later,EB-FhTs,-0.100701293132861,0.0,-0.0
882,porpoises,20 years later,EB-FhTn,-0.1705591758579661,0.003,-0.003
883,seals,20 years later,EB-FhTn,-0.1435821170984597,0.0001,-0.0001
884,humpbacks,20 years later,EB-FhTn,-1.4787510963766115,0.0,-0.0
885,sealions,20 years later,EB-FhTn,-0.1322997702121242,0.0,-0.0
886,resident orcas,20 years later,EB-FhTn,-0.4949821711223013,0.0,-0.0
887,transient orcas,20 years later,EB-FhTn,-0.0886945582244702,0.0,-0.0
888,porpoises,20 years later,JF-FlTs,-6.021307087841349,0.003,-0.003
889,seals,20 years later,JF-FlTs,-0.860122652408354,0.0001,-0.0001
890,humpbacks,20 years later,JF-FlTs,-0.8970234350731887,0.0,-0.0
891,sealions,20 years later,JF-FlTs,-0.1222948013033009,0.0,-0.0
892,resident orcas,20 years later,JF-FlTs,-0.1056623872970707,0.0,-0.0
893,transient orcas,20 years later,JF-FlTs,-0.607352512594056,0.0,-0.0
894,porpoises,20 years later,JF-FlTn,-6.123959604994087,0.003,-0.003
895,seals,20 years later,JF-FlTn,-0.8650428835842195,0.0001,-0.0001
896,humpbacks,20 years later,JF-FlTn,-0.929462062747931,0.0,-0.0
897,sealions,20 years later,JF-FlTn,-0.1240135332277425,0.0,-0.0
898,resident orcas,20 years later,JF-FlTn,-0.0913175386530862,0.0,-0.0
899,transient orcas,20 years later,JF-FlTn,-0.6144525093391862,0.0,-0.0
900,porpoises,20 years later,JF-FhTs,-6.090605306592838,0.003,-0.003
901,seals,20 years later,JF-FhTs,-0.8771966569147359,0.0001,-0.0001
902,humpbacks,20 years later,JF-FhTs,-0.9114183339220472,0.0,-0.0
903,sealions,20 years later,JF-FhTs,-0.1251635855231136,0.0,-0.0
904,resident orcas,20 years later,JF-FhTs,-0.0897665720797857,0.0,-0.0
905,transient orcas,20 years later,JF-FhTs,-0.5900643558654517,0.0,-0.0
906,porpoises,20 years later,JF-FhTn,-4.932100709928342,0.003,-0.003
907,seals,20 years later,JF-FhTn,-0.7352720398076162,0.0001,-0.0001
908,humpbacks,20 years later,JF-FhTn,-0.9677242676698704,0.0,-0.0
909,sealions,20 years later,JF-FhTn,-0.0945615299692281,0.0,-0.0
910,resident orcas,20 years later,JF-FhTn,-0.120253727941032,0.0,-0.0
911,transient orcas,20 years later,JF-FhTn,-0.5268767814841324,0.0,-0.0
912,Chinook,spill year,AP-FlTs,-0.0131150858323914,0.0005,-0.0005
913,Chum,spill year,AP-FlTs,-0.0240175880330628,0.0,-0.0
914,Coho,spill year,AP-FlTs,-0.0180963393993827,0.0,-0.0
915,Pink,spill year,AP-FlTs,-0.0415522041215199,0.0,-0.0
916,Sockeye,spill year,AP-FlTs,-0.0180008230862571,0.02,-0.02
917,Hatchery Chinook,spill year,AP-FlTs,-0.0198769446285459,0.0,-0.0
918,Hatchery Coho,spill year,AP-FlTs,-0.0231400522424577,0.0,-0.0
919,Hatchery Sockeye,spill year,AP-FlTs,-0.0388324165432848,0.0,-0.0
920,Other salmonids,spill year,AP-FlTs,-0.0113466697504269,0.0,-0.0
921,Chinook,spill year,AP-FlTn,-0.0103676194805424,0.0005,-0.0005
922,Chum,spill year,AP-FlTn,-0.0209624497841254,0.0,-0.0
923,Coho,spill year,AP-FlTn,-0.0138538768106122,0.0,-0.0
924,Pink,spill year,AP-FlTn,-0.0235241141696485,0.0,-0.0
925,Sockeye,spill year,AP-FlTn,-0.0149545245126136,0.02,-0.02
926,Hatchery Chinook,spill year,AP-FlTn,-0.0169683973377946,0.0,-0.0
927,Hatchery Coho,spill year,AP-FlTn,-0.0190912084923056,0.0,-0.0
928,Hatchery Sockeye,spill year,AP-FlTn,-0.0452801960292588,0.0,-0.0
929,Other salmonids,spill year,AP-FlTn,-0.0252629420681438,0.0,-0.0
930,Chinook,spill year,AP-FhTs,-0.0099242271187072,0.0005,-0.0005
931,Chum,spill year,AP-FhTs,-0.0164972682167419,0.0,-0.0
932,Coho,spill year,AP-FhTs,-0.0112494782731542,0.0,-0.0
933,Pink,spill year,AP-FhTs,-0.0224722574539337,0.0,-0.0
934,Sockeye,spill year,AP-FhTs,-0.0114407031091889,0.02,-0.02
935,Hatchery Chinook,spill year,AP-FhTs,-0.0157381659727451,0.0,-0.0
936,Hatchery Coho,spill year,AP-FhTs,-0.015508530804383,0.0,-0.0
937,Hatchery Sockeye,spill year,AP-FhTs,-0.0345873038497165,0.0,-0.0
938,Other salmonids,spill year,AP-FhTs,-0.0079939845427909,0.0,-0.0
939,Chinook,spill year,AP-FhTn,-0.007627665131884,0.0005,-0.0005
940,Chum,spill year,AP-FhTn,-0.0122807771480881,0.0,-0.0
941,Coho,spill year,AP-FhTn,-0.0093861972427378,0.0,-0.0
942,Pink,spill year,AP-FhTn,-0.0188055278008714,0.0,-0.0
943,Sockeye,spill year,AP-FhTn,-0.0093223430261502,0.02,-0.02
944,Hatchery Chinook,spill year,AP-FhTn,-0.0128119662795171,0.0,-0.0
945,Hatchery Coho,spill year,AP-FhTn,-0.0122150212677585,0.0,-0.0
946,Hatchery Sockeye,spill year,AP-FhTn,-0.0158351345241151,0.0,-0.0
947,Other salmonids,spill year,AP-FhTn,-0.0065129196115371,0.0,-0.0
948,Chinook,spill year,TP-FlTs,-0.0863691574867919,0.0005,-0.0005
949,Chum,spill year,TP-FlTs,-0.1456600237211391,0.0,-0.0
950,Coho,spill year,TP-FlTs,-0.1020525781361292,0.0,-0.0
951,Pink,spill year,TP-FlTs,-0.158391030220899,0.0,-0.0
952,Sockeye,spill year,TP-FlTs,-0.1096537722269475,0.02,-0.02
953,Hatchery Chinook,spill year,TP-FlTs,-0.1341198480298751,0.0,-0.0
954,Hatchery Coho,spill year,TP-FlTs,-0.1248165726946156,0.0,-0.0
955,Hatchery Sockeye,spill year,TP-FlTs,-0.3362331026933322,0.0,-0.0
956,Other salmonids,spill year,TP-FlTs,-0.1416141174351695,0.0,-0.0
957,Chinook,spill year,TP-FlTn,-0.0817036265205528,0.0005,-0.0005
958,Chum,spill year,TP-FlTn,-0.1375363727358136,0.0,-0.0
959,Coho,spill year,TP-FlTn,-0.0934522895045053,0.0,-0.0
960,Pink,spill year,TP-FlTn,-0.1387568331699329,0.0,-0.0
961,Sockeye,spill year,TP-FlTn,-0.10075541144134,0.02,-0.02
962,Hatchery Chinook,spill year,TP-FlTn,-0.1080021623693953,0.0,-0.0
963,Hatchery Coho,spill year,TP-FlTn,-0.1010766658259794,0.0,-0.0
964,Hatchery Sockeye,spill year,TP-FlTn,-0.143300872364549,0.0,-0.0
965,Other salmonids,spill year,TP-FlTn,-0.14125762340947,0.0,-0.0
966,Chinook,spill year,TP-FhTs,-0.038948573827986,0.0005,-0.0005
967,Chum,spill year,TP-FhTs,-0.0654690547275871,0.0,-0.0
968,Coho,spill year,TP-FhTs,-0.043783919634055,0.0,-0.0
969,Pink,spill year,TP-FhTs,-0.064154101044489,0.0,-0.0
970,Sockeye,spill year,TP-FhTs,-0.0442523012239148,0.02,-0.02
971,Hatchery Chinook,spill year,TP-FhTs,-0.0441358097655775,0.0,-0.0
972,Hatchery Coho,spill year,TP-FhTs,-0.0465414269194219,0.0,-0.0
973,Hatchery Sockeye,spill year,TP-FhTs,-0.1311550870548757,0.0,-0.0
974,Other salmonids,spill year,TP-FhTs,-0.0435273110282102,0.0,-0.0
975,Chinook,spill year,TP-FhTn,-0.042576515900925,0.0005,-0.0005
976,Chum,spill year,TP-FhTn,-0.0727827427148053,0.0,-0.0
977,Coho,spill year,TP-FhTn,-0.0491915451620528,0.0,-0.0
978,Pink,spill year,TP-FhTn,-0.0785269994576687,0.0,-0.0
979,Sockeye,spill year,TP-FhTn,-0.0473500099778179,0.02,-0.02
980,Hatchery Chinook,spill year,TP-FhTn,-0.0519944591127363,0.0,-0.0
981,Hatchery Coho,spill year,TP-FhTn,-0.0537534614707328,0.0,-0.0
982,Hatchery Sockeye,spill year,TP-FhTn,-0.1899561422515831,0.0,-0.0
983,Other salmonids,spill year,TP-FhTn,-0.0486227526988111,0.0,-0.0
984,Chinook,spill year,EB-FlTs,-0.0292134325235937,0.0005,-0.0005
985,Chum,spill year,EB-FlTs,-0.0512273005029095,0.0,-0.0
986,Coho,spill year,EB-FlTs,-0.0366908568206447,0.0,-0.0
987,Pink,spill year,EB-FlTs,-0.0619726716079771,0.0,-0.0
988,Sockeye,spill year,EB-FlTs,-0.0417063332969158,0.02,-0.02
989,Hatchery Chinook,spill year,EB-FlTs,-0.0480965679395965,0.0,-0.0
990,Hatchery Coho,spill year,EB-FlTs,-0.0615113104414236,0.0,-0.0
991,Hatchery Sockeye,spill year,EB-FlTs,-0.0845929925209117,0.0,-0.0
992,Other salmonids,spill year,EB-FlTs,-0.0551194372105781,0.0,-0.0
993,Chinook,spill year,EB-FlTn,-0.0269071017728195,0.0005,-0.0005
994,Chum,spill year,EB-FlTn,-0.0520316031361001,0.0,-0.0
995,Coho,spill year,EB-FlTn,-0.034221661173126,0.0,-0.0
996,Pink,spill year,EB-FlTn,-0.060743288416778,0.0,-0.0
997,Sockeye,spill year,EB-FlTn,-0.0385120429918828,0.02,-0.02
998,Hatchery Chinook,spill year,EB-FlTn,-0.0375937695968923,0.0,-0.0
999,Hatchery Coho,spill year,EB-FlTn,-0.0523450412519295,0.0,-0.0
1000,Hatchery Sockeye,spill year,EB-FlTn,-0.0721446057554235,0.0,-0.0
1001,Other salmonids,spill year,EB-FlTn,-0.052012743494742,0.0,-0.0
1002,Chinook,spill year,EB-FhTs,-0.0099368382085374,0.0005,-0.0005
1003,Chum,spill year,EB-FhTs,-0.013634700397751,0.0,-0.0
1004,Coho,spill year,EB-FhTs,-0.0108133235137453,0.0,-0.0
1005,Pink,spill year,EB-FhTs,-0.0172084783198966,0.0,-0.0
1006,Sockeye,spill year,EB-FhTs,-0.0106638263224501,0.02,-0.02
1007,Hatchery Chinook,spill year,EB-FhTs,-0.0225351013370659,0.0,-0.0
1008,Hatchery Coho,spill year,EB-FhTs,-0.0230427282925512,0.0,-0.0
1009,Hatchery Sockeye,spill year,EB-FhTs,-0.0253754850971973,0.0,-0.0
1010,Other salmonids,spill year,EB-FhTs,-0.0091145560787209,0.0,-0.0
1011,Chinook,spill year,EB-FhTn,-0.0034093324560791,0.0005,-0.0005
1012,Chum,spill year,EB-FhTn,-0.004747816373738,0.0,-0.0
1013,Coho,spill year,EB-FhTn,-0.003837685696193,0.0,-0.0
1014,Pink,spill year,EB-FhTn,-0.0050177121359551,0.0,-0.0
1015,Sockeye,spill year,EB-FhTn,-0.0037384332579426,0.02,-0.02
1016,Hatchery Chinook,spill year,EB-FhTn,-0.0099597735683169,0.0,-0.0
1017,Hatchery Coho,spill year,EB-FhTn,-0.0099571721010753,0.0,-0.0
1018,Hatchery Sockeye,spill year,EB-FhTn,-0.0033868726137938,0.0,-0.0
1019,Other salmonids,spill year,EB-FhTn,-0.0051051123469633,0.0,-0.0
1020,Chinook,spill year,JF-FlTs,-0.0661293967101261,0.0005,-0.0005
1021,Chum,spill year,JF-FlTs,-0.0926340310788553,0.0,-0.0
1022,Coho,spill year,JF-FlTs,-0.0623446018902984,0.0,-0.0
1023,Pink,spill year,JF-FlTs,-0.0256760472405925,0.0,-0.0
1024,Sockeye,spill year,JF-FlTs,-0.0683839362522742,0.02,-0.02
1025,Hatchery Chinook,spill year,JF-FlTs,-0.0664225976142796,0.0,-0.0
1026,Hatchery Coho,spill year,JF-FlTs,-0.0483805744321016,0.0,-0.0
1027,Hatchery Sockeye,spill year,JF-FlTs,-0.0624234317523527,0.0,-0.0
1028,Other salmonids,spill year,JF-FlTs,-0.0820619671084252,0.0,-0.0
1029,Chinook,spill year,JF-FlTn,-0.0472207895907161,0.0005,-0.0005
1030,Chum,spill year,JF-FlTn,-0.0688970031176672,0.0,-0.0
1031,Coho,spill year,JF-FlTn,-0.045444844615472,0.0,-0.0
1032,Pink,spill year,JF-FlTn,-0.0248376174112108,0.0,-0.0
1033,Sockeye,spill year,JF-FlTn,-0.048665254254947,0.02,-0.02
1034,Hatchery Chinook,spill year,JF-FlTn,-0.0485053984954723,0.0,-0.0
1035,Hatchery Coho,spill year,JF-FlTn,-0.0377025756421955,0.0,-0.0
1036,Hatchery Sockeye,spill year,JF-FlTn,-0.0488147310837942,0.0,-0.0
1037,Other salmonids,spill year,JF-FlTn,-0.0755675635078154,0.0,-0.0
1038,Chinook,spill year,JF-FhTs,-0.0282308641181794,0.0005,-0.0005
1039,Chum,spill year,JF-FhTs,-0.0399711468967223,0.0,-0.0
1040,Coho,spill year,JF-FhTs,-0.0276356001063149,0.0,-0.0
1041,Pink,spill year,JF-FhTs,-0.0230316954455966,0.0,-0.0
1042,Sockeye,spill year,JF-FhTs,-0.0292867943102659,0.02,-0.02
1043,Hatchery Chinook,spill year,JF-FhTs,-0.024437686855594,0.0,-0.0
1044,Hatchery Coho,spill year,JF-FhTs,-0.0216260927811721,0.0,-0.0
1045,Hatchery Sockeye,spill year,JF-FhTs,-0.0281015710331937,0.0,-0.0
1046,Other salmonids,spill year,JF-FhTs,-0.0272150657806641,0.0,-0.0
1047,Chinook,spill year,JF-FhTn,-0.0375030437010259,0.0005,-0.0005
1048,Chum,spill year,JF-FhTn,-0.0538624603558313,0.0,-0.0
1049,Coho,spill year,JF-FhTn,-0.0359749872959969,0.0,-0.0
1050,Pink,spill year,JF-FhTn,-0.0277474095878438,0.0,-0.0
1051,Sockeye,spill year,JF-FhTn,-0.0368506976256988,0.02,-0.02
1052,Hatchery Chinook,spill year,JF-FhTn,-0.024435161071364,0.0,-0.0
1053,Hatchery Coho,spill year,JF-FhTn,-0.0226460660164555,0.0,-0.0
1054,Hatchery Sockeye,spill year,JF-FhTn,-0.0310515021916405,0.0,-0.0
1055,Other salmonids,spill year,JF-FhTn,-0.0315534054043706,0.0,-0.0
1056,Chinook,10 years later,AP-FlTs,-0.0882688715102841,0.0005,-0.0005
1057,Chum,10 years later,AP-FlTs,-0.2370350730733106,0.0,-0.0
1058,Coho,10 years later,AP-FlTs,-0.1129825838274389,0.0,-0.0
1059,Pink,10 years later,AP-FlTs,-0.1775267711343353,0.0,-0.0
1060,Sockeye,10 years later,AP-FlTs,-0.1757523276133454,0.02,-0.02
1061,Hatchery Chinook,10 years later,AP-FlTs,-0.2151478923826203,0.0,-0.0
1062,Hatchery Coho,10 years later,AP-FlTs,-0.0860771243387052,0.0,-0.0
1063,Hatchery Sockeye,10 years later,AP-FlTs,-0.1813140937926542,0.0,-0.0
1064,Other salmonids,10 years later,AP-FlTs,0.7316674234151888,0.0,-0.0
