,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
0,benthic grazers,spill year,AP-FlTs,-3.296988626555475e-06,0.4,-0.4
1,other filter feeders,spill year,AP-FlTs,1.0210503553764738e-06,0.0,-0.0
2,macrobenthos,spill year,AP-FlTs,0.0011370509398478,0.09,-0.09
3,sponges,spill year,AP-FlTs,0.0003908168126898,0.0,-0.0
4,bivalves,spill year,AP-FlTs,0.1478047215966116,0.02,-0.02
5,crabs,spill year,AP-FlTs,0.0084651592375806,0.02,-0.02
6,dungeness crabs,spill year,AP-FlTs,-0.0088119100910555,0.004,-0.004
7,benthic grazers,spill year,AP-FlTn,-1.830580631523304e-06,0.4,-0.4
8,other filter feeders,spill year,AP-FlTn,6.321280388021933e-07,0.0,-0.0
9,macrobenthos,spill year,AP-FlTn,0.0042972207757507,0.09,-0.09
10,sponges,spill year,AP-FlTn,0.0061034527003567,0.0,-0.0
11,bivalves,spill year,AP-FlTn,0.5466569968744617,0.02,-0.02
12,crabs,spill year,AP-FlTn,0.0368190390364508,0.02,-0.02
13,dungeness crabs,spill year,AP-FlTn,-0.0116289377212419,0.004,-0.004
14,benthic grazers,spill year,AP-FhTs,-7.004076352234989e-06,0.4,-0.4
15,other filter feeders,spill year,AP-FhTs,4.854007196186672e-07,0.0,-0.0
16,macrobenthos,spill year,AP-FhTs,0.0004413273977599,0.09,-0.09
17,sponges,spill year,AP-FhTs,0.0007729388395771,0.0,-0.0
18,bivalves,spill year,AP-FhTs,0.123979149139819,0.02,-0.02
19,crabs,spill year,AP-FhTs,0.0038536593836457,0.02,-0.02
20,dungeness crabs,spill year,AP-FhTs,-0.002241620298149,0.004,-0.004
21,benthic grazers,spill year,AP-FhTn,-6.977307998035087e-06,0.4,-0.4
22,other filter feeders,spill year,AP-FhTn,5.109494161104067e-07,0.0,-0.0
23,macrobenthos,spill year,AP-FhTn,0.0003224777151311,0.09,-0.09
24,sponges,spill year,AP-FhTn,0.0003028272465011,0.0,-0.0
25,bivalves,spill year,AP-FhTn,0.0769682566066132,0.02,-0.02
26,crabs,spill year,AP-FhTn,0.002601336017749,0.02,-0.02
27,dungeness crabs,spill year,AP-FhTn,-0.002389746075293,0.004,-0.004
28,benthic grazers,spill year,TP-FlTs,6.447363245509763e-05,0.4,-0.4
29,other filter feeders,spill year,TP-FlTs,1.6148826476047873e-05,0.0,-0.0
30,macrobenthos,spill year,TP-FlTs,0.0418249612007981,0.09,-0.09
31,sponges,spill year,TP-FlTs,0.0097763427026054,0.0,-0.0
32,bivalves,spill year,TP-FlTs,2.792550436600316,0.02,-0.02
33,crabs,spill year,TP-FlTs,0.3355118337373008,0.02,-0.02
34,dungeness crabs,spill year,TP-FlTs,0.0108337672300784,0.004,-0.004
35,benthic grazers,spill year,TP-FlTn,6.368791749533642e-05,0.4,-0.4
36,other filter feeders,spill year,TP-FlTn,1.2263916016053145e-05,0.0,-0.0
37,macrobenthos,spill year,TP-FlTn,0.0435663191701518,0.09,-0.09
38,sponges,spill year,TP-FlTn,0.007751087460428,0.0,-0.0
39,bivalves,spill year,TP-FlTn,2.5040798899552907,0.02,-0.02
40,crabs,spill year,TP-FlTn,0.3092844359266156,0.02,-0.02
41,dungeness crabs,spill year,TP-FlTn,0.0041484544641479,0.004,-0.004
42,benthic grazers,spill year,TP-FhTs,6.154546272618688e-06,0.4,-0.4
43,other filter feeders,spill year,TP-FhTs,3.153535055311352e-06,0.0,-0.0
44,macrobenthos,spill year,TP-FhTs,0.0081890801647332,0.09,-0.09
45,sponges,spill year,TP-FhTs,0.0051321333737197,0.0,-0.0
46,bivalves,spill year,TP-FhTs,0.9197497788511422,0.02,-0.02
47,crabs,spill year,TP-FhTs,0.0554162479986297,0.02,-0.02
48,dungeness crabs,spill year,TP-FhTs,-0.0088558059350485,0.004,-0.004
49,benthic grazers,spill year,TP-FhTn,1.6685054005094457e-05,0.4,-0.4
50,other filter feeders,spill year,TP-FhTn,2.989413006027064e-06,0.0,-0.0
51,macrobenthos,spill year,TP-FhTn,0.0083580114353054,0.09,-0.09
52,sponges,spill year,TP-FhTn,0.0008791795472973,0.0,-0.0
53,bivalves,spill year,TP-FhTn,0.9292255059793586,0.02,-0.02
54,crabs,spill year,TP-FhTn,0.0625058806695388,0.02,-0.02
55,dungeness crabs,spill year,TP-FhTn,-0.0060177360520996,0.004,-0.004
56,benthic grazers,spill year,EB-FlTs,-7.742766594542871e-06,0.4,-0.4
57,other filter feeders,spill year,EB-FlTs,1.4385511448722357e-06,0.0,-0.0
58,macrobenthos,spill year,EB-FlTs,0.0204872012099732,0.09,-0.09
59,sponges,spill year,EB-FlTs,0.0452125890271881,0.0,-0.0
60,bivalves,spill year,EB-FlTs,0.4491301186693386,0.02,-0.02
61,crabs,spill year,EB-FlTs,0.0421624549719945,0.02,-0.02
62,dungeness crabs,spill year,EB-FlTs,-0.0774828426794549,0.004,-0.004
63,benthic grazers,spill year,EB-FlTn,-1.7248075656617345e-05,0.4,-0.4
64,other filter feeders,spill year,EB-FlTn,1.4861178510017226e-06,0.0,-0.0
65,macrobenthos,spill year,EB-FlTn,0.0066443893240286,0.09,-0.09
66,sponges,spill year,EB-FlTn,0.2948262348085873,0.0,-0.0
67,bivalves,spill year,EB-FlTn,0.5040922341701171,0.02,-0.02
68,crabs,spill year,EB-FlTn,0.0503152200911127,0.02,-0.02
69,dungeness crabs,spill year,EB-FlTn,-0.0697882712673236,0.004,-0.004
70,benthic grazers,spill year,EB-FhTs,-3.443779161838023e-06,0.4,-0.4
71,other filter feeders,spill year,EB-FhTs,4.938596198655887e-07,0.0,-0.0
72,macrobenthos,spill year,EB-FhTs,0.0009987985856385,0.09,-0.09
73,sponges,spill year,EB-FhTs,0.0081779743289933,0.0,-0.0
74,bivalves,spill year,EB-FhTs,0.1019562702125886,0.02,-0.02
75,crabs,spill year,EB-FhTs,0.0046580566991583,0.02,-0.02
76,dungeness crabs,spill year,EB-FhTs,-0.0126341920328787,0.004,-0.004
77,benthic grazers,spill year,EB-FhTn,-4.697069833081713e-06,0.4,-0.4
78,other filter feeders,spill year,EB-FhTn,1.2369660851163644e-07,0.0,-0.0
79,macrobenthos,spill year,EB-FhTn,0.0003131852277737,0.09,-0.09
80,sponges,spill year,EB-FhTn,0.003776141408851,0.0,-0.0
81,bivalves,spill year,EB-FhTn,0.0973985475456906,0.02,-0.02
82,crabs,spill year,EB-FhTn,0.0030684440575301,0.02,-0.02
83,dungeness crabs,spill year,EB-FhTn,-0.0067811610855561,0.004,-0.004
84,benthic grazers,spill year,JF-FlTs,5.643124456611304e-06,0.4,-0.4
85,other filter feeders,spill year,JF-FlTs,1.2343029243133684e-05,0.0,-0.0
86,macrobenthos,spill year,JF-FlTs,0.0279653335938601,0.09,-0.09
87,sponges,spill year,JF-FlTs,0.0016868343335696,0.0,-0.0
88,bivalves,spill year,JF-FlTs,1.4411837011875095,0.02,-0.02
89,crabs,spill year,JF-FlTs,0.1962565724473952,0.02,-0.02
90,dungeness crabs,spill year,JF-FlTs,0.0200733238902017,0.004,-0.004
91,benthic grazers,spill year,JF-FlTn,9.440796722159916e-06,0.4,-0.4
92,other filter feeders,spill year,JF-FlTn,8.567650144897243e-06,0.0,-0.0
93,macrobenthos,spill year,JF-FlTn,0.0224286099586468,0.09,-0.09
94,sponges,spill year,JF-FlTn,0.0015395081725211,0.0,-0.0
95,bivalves,spill year,JF-FlTn,1.0857251898298337,0.02,-0.02
96,crabs,spill year,JF-FlTn,0.145030847118055,0.02,-0.02
97,dungeness crabs,spill year,JF-FlTn,0.0090164234602507,0.004,-0.004
98,benthic grazers,spill year,JF-FhTs,1.4744321186199729e-05,0.4,-0.4
99,other filter feeders,spill year,JF-FhTs,3.312564889057512e-06,0.0,-0.0
100,macrobenthos,spill year,JF-FhTs,0.0063016696252304,0.09,-0.09
101,sponges,spill year,JF-FhTs,0.0003644158685256,0.0,-0.0
102,bivalves,spill year,JF-FhTs,0.582997413658326,0.02,-0.02
103,crabs,spill year,JF-FhTs,0.0494158552337475,0.02,-0.02
104,dungeness crabs,spill year,JF-FhTs,0.0026011810239534,0.004,-0.004
105,benthic grazers,spill year,JF-FhTn,1.6381704659451657e-06,0.4,-0.4
106,other filter feeders,spill year,JF-FhTn,3.5218761684774336e-06,0.0,-0.0
107,macrobenthos,spill year,JF-FhTn,0.0055171263202202,0.09,-0.09
108,sponges,spill year,JF-FhTn,0.0003720579321742,0.0,-0.0
109,bivalves,spill year,JF-FhTn,0.5071633677294907,0.02,-0.02
110,crabs,spill year,JF-FhTn,0.0399768557208579,0.02,-0.02
111,dungeness crabs,spill year,JF-FhTn,-0.0001135978836885,0.004,-0.004
112,benthic grazers,10 years later,AP-FlTs,0.0024144453417473,0.4,-0.4
113,other filter feeders,10 years later,AP-FlTs,1.3528194786616154e-05,0.0,-0.0
114,macrobenthos,10 years later,AP-FlTs,0.0797037866495875,0.09,-0.09
115,sponges,10 years later,AP-FlTs,0.0288041712692921,0.0,-0.0
116,bivalves,10 years later,AP-FlTs,0.5799690914023659,0.02,-0.02
117,crabs,10 years later,AP-FlTs,0.280323794768722,0.02,-0.02
118,dungeness crabs,10 years later,AP-FlTs,-0.1061233114718729,0.004,-0.004
119,benthic grazers,10 years later,AP-FlTn,0.00110252602179,0.4,-0.4
120,other filter feeders,10 years later,AP-FlTn,-1.2517856196048172e-06,0.0,-0.0
121,macrobenthos,10 years later,AP-FlTn,0.2269129219012677,0.09,-0.09
122,sponges,10 years later,AP-FlTn,0.184591473137452,0.0,-0.0
123,bivalves,10 years later,AP-FlTn,1.865643821595886,0.02,-0.02
124,crabs,10 years later,AP-FlTn,0.8617152344169154,0.02,-0.02
125,dungeness crabs,10 years later,AP-FlTn,0.0463337220550919,0.004,-0.004
126,benthic grazers,10 years later,AP-FhTs,0.006151922246711,0.4,-0.4
127,other filter feeders,10 years later,AP-FhTs,7.137055213490839e-06,0.0,-0.0
128,macrobenthos,10 years later,AP-FhTs,0.1532452088838454,0.09,-0.09
129,sponges,10 years later,AP-FhTs,0.0232589695611018,0.0,-0.0
130,bivalves,10 years later,AP-FhTs,1.6491542718186647,0.02,-0.02
131,crabs,10 years later,AP-FhTs,0.5854131521578543,0.02,-0.02
132,dungeness crabs,10 years later,AP-FhTs,-0.1732250840806748,0.004,-0.004
133,benthic grazers,10 years later,AP-FhTn,0.0040761882155182,0.4,-0.4
134,other filter feeders,10 years later,AP-FhTn,9.91264792471469e-06,0.0,-0.0
135,macrobenthos,10 years later,AP-FhTn,0.1731917151369222,0.09,-0.09
136,sponges,10 years later,AP-FhTn,0.0101763121806763,0.0,-0.0
137,bivalves,10 years later,AP-FhTn,1.9774865662101735,0.02,-0.02
138,crabs,10 years later,AP-FhTn,0.6927911347168969,0.02,-0.02
139,dungeness crabs,10 years later,AP-FhTn,-0.1272942522162146,0.004,-0.004
140,benthic grazers,10 years later,TP-FlTs,0.0027004349107739,0.4,-0.4
141,other filter feeders,10 years later,TP-FlTs,0.0001254507194792,0.0,-0.0
142,macrobenthos,10 years later,TP-FlTs,0.8859758039983845,0.09,-0.09
143,sponges,10 years later,TP-FlTs,0.0536792621845361,0.0,-0.0
144,bivalves,10 years later,TP-FlTs,4.819700836764351,0.02,-0.02
145,crabs,10 years later,TP-FlTs,2.7125800515583443,0.02,-0.02
146,dungeness crabs,10 years later,TP-FlTs,0.6406929973074682,0.004,-0.004
147,benthic grazers,10 years later,TP-FlTn,0.0029859071707383,0.4,-0.4
148,other filter feeders,10 years later,TP-FlTn,0.0001249174315764,0.0,-0.0
149,macrobenthos,10 years later,TP-FlTn,0.7829253017088256,0.09,-0.09
150,sponges,10 years later,TP-FlTn,0.0280137008632497,0.0,-0.0
151,bivalves,10 years later,TP-FlTn,3.452396891873022,0.02,-0.02
152,crabs,10 years later,TP-FlTn,1.4261873865685004,0.02,-0.02
153,dungeness crabs,10 years later,TP-FlTn,0.1409429457656319,0.004,-0.004
154,benthic grazers,10 years later,TP-FhTs,0.0037614357033088,0.4,-0.4
155,other filter feeders,10 years later,TP-FhTs,0.0001110691371097,0.0,-0.0
156,macrobenthos,10 years later,TP-FhTs,0.6998242499595575,0.09,-0.09
157,sponges,10 years later,TP-FhTs,0.1594526363876136,0.0,-0.0
158,bivalves,10 years later,TP-FhTs,3.3234629329213616,0.02,-0.02
159,crabs,10 years later,TP-FhTs,1.216451427891374,0.02,-0.02
160,dungeness crabs,10 years later,TP-FhTs,0.0859307842557832,0.004,-0.004
161,benthic grazers,10 years later,TP-FhTn,0.0061902948532477,0.4,-0.4
162,other filter feeders,10 years later,TP-FhTn,6.15406025472609e-05,0.0,-0.0
163,macrobenthos,10 years later,TP-FhTn,0.7714520375332379,0.09,-0.09
164,sponges,10 years later,TP-FhTn,0.0071072344767442,0.0,-0.0
165,bivalves,10 years later,TP-FhTn,4.466181597159147,0.02,-0.02
166,crabs,10 years later,TP-FhTn,2.113638292171083,0.02,-0.02
167,dungeness crabs,10 years later,TP-FhTn,0.4043366314371299,0.004,-0.004
168,benthic grazers,10 years later,EB-FlTs,0.0032911243643907,0.4,-0.4
169,other filter feeders,10 years later,EB-FlTs,2.9798659340052325e-05,0.0,-0.0
170,macrobenthos,10 years later,EB-FlTs,0.6875955295436276,0.09,-0.09
171,sponges,10 years later,EB-FlTs,0.67605850308321,0.0,-0.0
172,bivalves,10 years later,EB-FlTs,0.4194305364319195,0.02,-0.02
173,crabs,10 years later,EB-FlTs,0.2550768201968978,0.02,-0.02
174,dungeness crabs,10 years later,EB-FlTs,-0.7161834736103101,0.004,-0.004
175,benthic grazers,10 years later,EB-FlTn,0.0033073909071923,0.4,-0.4
176,other filter feeders,10 years later,EB-FlTn,2.676205421714428e-05,0.0,-0.0
177,macrobenthos,10 years later,EB-FlTn,0.2197411501875024,0.09,-0.09
178,sponges,10 years later,EB-FlTn,0.8300481880725297,0.0,-0.0
179,bivalves,10 years later,EB-FlTn,0.2830175910821575,0.02,-0.02
180,crabs,10 years later,EB-FlTn,0.4327379372224271,0.02,-0.02
181,dungeness crabs,10 years later,EB-FlTn,-0.7279088599004835,0.004,-0.004
182,benthic grazers,10 years later,EB-FhTs,0.002316242012279,0.4,-0.4
183,other filter feeders,10 years later,EB-FhTs,4.158512072471865e-05,0.0,-0.0
184,macrobenthos,10 years later,EB-FhTs,0.4864457313822345,0.09,-0.09
185,sponges,10 years later,EB-FhTs,0.450598598871732,0.0,-0.0
186,bivalves,10 years later,EB-FhTs,0.0177333757170439,0.02,-0.02
187,crabs,10 years later,EB-FhTs,0.2766264248302619,0.02,-0.02
188,dungeness crabs,10 years later,EB-FhTs,-0.7200004853841424,0.004,-0.004
189,benthic grazers,10 years later,EB-FhTn,0.0005265069537685,0.4,-0.4
190,other filter feeders,10 years later,EB-FhTn,1.0645962911226547e-05,0.0,-0.0
191,macrobenthos,10 years later,EB-FhTn,0.168698302993242,0.09,-0.09
192,sponges,10 years later,EB-FhTn,0.3906878763740185,0.0,-0.0
193,bivalves,10 years later,EB-FhTn,0.0728676302391706,0.02,-0.02
194,crabs,10 years later,EB-FhTn,0.3713869034446482,0.02,-0.02
195,dungeness crabs,10 years later,EB-FhTn,-0.6414708655886336,0.004,-0.004
196,benthic grazers,10 years later,JF-FlTs,0.0006387249788852,0.4,-0.4
197,other filter feeders,10 years later,JF-FlTs,0.0001046544293004,0.0,-0.0
198,macrobenthos,10 years later,JF-FlTs,0.6048998831006402,0.09,-0.09
199,sponges,10 years later,JF-FlTs,0.0069706693848425,0.0,-0.0
200,bivalves,10 years later,JF-FlTs,2.5862080378497687,0.02,-0.02
201,crabs,10 years later,JF-FlTs,1.3051202633050265,0.02,-0.02
202,dungeness crabs,10 years later,JF-FlTs,0.4403207416683319,0.004,-0.004
203,benthic grazers,10 years later,JF-FlTn,0.0009482384301096,0.4,-0.4
204,other filter feeders,10 years later,JF-FlTn,6.557165566078993e-05,0.0,-0.0
205,macrobenthos,10 years later,JF-FlTn,0.5632241244555969,0.09,-0.09
206,sponges,10 years later,JF-FlTn,0.0074833032163157,0.0,-0.0
207,bivalves,10 years later,JF-FlTn,2.568088277499303,0.02,-0.02
208,crabs,10 years later,JF-FlTn,1.3094072108946977,0.02,-0.02
209,dungeness crabs,10 years later,JF-FlTn,0.4393343354027301,0.004,-0.004
210,benthic grazers,10 years later,JF-FhTs,0.0013568904209115,0.4,-0.4
211,other filter feeders,10 years later,JF-FhTs,8.708990859584986e-05,0.0,-0.0
212,macrobenthos,10 years later,JF-FhTs,0.5330807657327741,0.09,-0.09
213,sponges,10 years later,JF-FhTs,0.00802037302845,0.0,-0.0
214,bivalves,10 years later,JF-FhTs,2.7530916741731914,0.02,-0.02
215,crabs,10 years later,JF-FhTs,1.357688995123851,0.02,-0.02
216,dungeness crabs,10 years later,JF-FhTs,0.4332577968457096,0.004,-0.004
217,benthic grazers,10 years later,JF-FhTn,0.0018530730846011,0.4,-0.4
218,other filter feeders,10 years later,JF-FhTn,9.720920917111188e-05,0.0,-0.0
219,macrobenthos,10 years later,JF-FhTn,0.5223081406233954,0.09,-0.09
220,sponges,10 years later,JF-FhTn,0.0069929984813921,0.0,-0.0
221,bivalves,10 years later,JF-FhTn,2.52840171293629,0.02,-0.02
222,crabs,10 years later,JF-FhTn,1.2841061603572124,0.02,-0.02
223,dungeness crabs,10 years later,JF-FhTn,0.3966870106125952,0.004,-0.004
224,benthic grazers,20 years later,AP-FlTs,-1.5401457235268756,0.4,-0.4
225,other filter feeders,20 years later,AP-FlTs,3.592735018376203e-05,0.0,-0.0
226,macrobenthos,20 years later,AP-FlTs,0.1670456922042484,0.09,-0.09
227,sponges,20 years later,AP-FlTs,0.3922527874764991,0.0,-0.0
228,bivalves,20 years later,AP-FlTs,0.8853292205855068,0.02,-0.02
229,crabs,20 years later,AP-FlTs,0.5530697637589066,0.02,-0.02
230,dungeness crabs,20 years later,AP-FlTs,-0.138394245254958,0.004,-0.004
231,benthic grazers,20 years later,AP-FlTn,-0.0539652398573675,0.4,-0.4
232,other filter feeders,20 years later,AP-FlTn,-7.439076803450462e-05,0.0,-0.0
233,macrobenthos,20 years later,AP-FlTn,0.5228004497447314,0.09,-0.09
234,sponges,20 years later,AP-FlTn,0.1042114797715543,0.0,-0.0
235,bivalves,20 years later,AP-FlTn,0.8418596600474393,0.02,-0.02
236,crabs,20 years later,AP-FlTn,0.7753283633170183,0.02,-0.02
237,dungeness crabs,20 years later,AP-FlTn,-0.0383035322290226,0.004,-0.004
238,benthic grazers,20 years later,AP-FhTs,-2.555298752563673,0.4,-0.4
239,other filter feeders,20 years later,AP-FhTs,-0.0001555803817887,0.0,-0.0
240,macrobenthos,20 years later,AP-FhTs,0.2949375229054807,0.09,-0.09
241,sponges,20 years later,AP-FhTs,0.3454059454566893,0.0,-0.0
242,bivalves,20 years later,AP-FhTs,0.4436363721531888,0.02,-0.02
243,crabs,20 years later,AP-FhTs,0.7879682907674823,0.02,-0.02
244,dungeness crabs,20 years later,AP-FhTs,-0.1564679003349001,0.004,-0.004
245,benthic grazers,20 years later,AP-FhTn,-1.2170922570817422,0.4,-0.4
246,other filter feeders,20 years later,AP-FhTn,-0.0001383801446985,0.0,-0.0
247,macrobenthos,20 years later,AP-FhTn,0.6424358301841515,0.09,-0.09
248,sponges,20 years later,AP-FhTn,0.7050863422354059,0.0,-0.0
249,bivalves,20 years later,AP-FhTn,1.421741156760481,0.02,-0.02
250,crabs,20 years later,AP-FhTn,1.3475056927115148,0.02,-0.02
251,dungeness crabs,20 years later,AP-FhTn,0.1058169816754439,0.004,-0.004
252,benthic grazers,20 years later,TP-FlTs,-1.5291453963116597,0.4,-0.4
253,other filter feeders,20 years later,TP-FlTs,-1.9744894685924663e-05,0.0,-0.0
254,macrobenthos,20 years later,TP-FlTs,1.6650681748572316,0.09,-0.09
255,sponges,20 years later,TP-FlTs,0.1275822707647256,0.0,-0.0
256,bivalves,20 years later,TP-FlTs,6.203913794502625,0.02,-0.02
257,crabs,20 years later,TP-FlTs,3.0880232481773406,0.02,-0.02
258,dungeness crabs,20 years later,TP-FlTs,0.7936318729471648,0.004,-0.004
259,benthic grazers,20 years later,TP-FlTn,-1.737626375883039,0.4,-0.4
260,other filter feeders,20 years later,TP-FlTn,-0.0001111014580668,0.0,-0.0
261,macrobenthos,20 years later,TP-FlTn,1.5647093593516015,0.09,-0.09
262,sponges,20 years later,TP-FlTn,0.1096565377586289,0.0,-0.0
263,bivalves,20 years later,TP-FlTn,4.229099668039149,0.02,-0.02
264,crabs,20 years later,TP-FlTn,1.9802492598439687,0.02,-0.02
265,dungeness crabs,20 years later,TP-FlTn,0.5547619849576746,0.004,-0.004
266,benthic grazers,20 years later,TP-FhTs,-0.2882907079960861,0.4,-0.4
267,other filter feeders,20 years later,TP-FhTs,9.458233096726332e-05,0.0,-0.0
268,macrobenthos,20 years later,TP-FhTs,1.5742882918671652,0.09,-0.09
269,sponges,20 years later,TP-FhTs,0.266738483397777,0.0,-0.0
270,bivalves,20 years later,TP-FhTs,5.375615615054485,0.02,-0.02
271,crabs,20 years later,TP-FhTs,1.960581343836609,0.02,-0.02
272,dungeness crabs,20 years later,TP-FhTs,0.1672363698816514,0.004,-0.004
273,benthic grazers,20 years later,TP-FhTn,-1.0145876716264546,0.4,-0.4
274,other filter feeders,20 years later,TP-FhTn,-0.0001497867305966,0.0,-0.0
275,macrobenthos,20 years later,TP-FhTn,1.4936588381733618,0.09,-0.09
276,sponges,20 years later,TP-FhTn,0.0403009219453576,0.0,-0.0
277,bivalves,20 years later,TP-FhTn,3.763520273783105,0.02,-0.02
278,crabs,20 years later,TP-FhTn,1.7649612367151235,0.02,-0.02
279,dungeness crabs,20 years later,TP-FhTn,0.3023651158905904,0.004,-0.004
280,benthic grazers,20 years later,EB-FlTs,-2.338202729191652,0.4,-0.4
281,other filter feeders,20 years later,EB-FlTs,5.321590408335908e-05,0.0,-0.0
282,macrobenthos,20 years later,EB-FlTs,1.599779334515361,0.09,-0.09
283,sponges,20 years later,EB-FlTs,1.5706075443587597,0.0,-0.0
284,bivalves,20 years later,EB-FlTs,0.026780081517308,0.02,-0.02
285,crabs,20 years later,EB-FlTs,0.014325262438386,0.02,-0.02
286,dungeness crabs,20 years later,EB-FlTs,-0.9579211307516156,0.004,-0.004
287,benthic grazers,20 years later,EB-FlTn,-5.267158692451924,0.4,-0.4
288,other filter feeders,20 years later,EB-FlTn,-5.175813988511635e-06,0.0,-0.0
289,macrobenthos,20 years later,EB-FlTn,0.086428106245151,0.09,-0.09
290,sponges,20 years later,EB-FlTn,1.8868363332254836,0.0,-0.0
291,bivalves,20 years later,EB-FlTn,0.5493954279199631,0.02,-0.02
292,crabs,20 years later,EB-FlTn,0.3200420987982122,0.02,-0.02
293,dungeness crabs,20 years later,EB-FlTn,-1.1894216186012163,0.004,-0.004
294,benthic grazers,20 years later,EB-FhTs,-4.594053084928717,0.4,-0.4
295,other filter feeders,20 years later,EB-FhTs,9.933721969446196e-05,0.0,-0.0
296,macrobenthos,20 years later,EB-FhTs,1.174729101906946,0.09,-0.09
297,sponges,20 years later,EB-FhTs,1.2937948891104112,0.0,-0.0
298,bivalves,20 years later,EB-FhTs,-0.042846785716033,0.02,-0.02
299,crabs,20 years later,EB-FhTs,0.0689017173911787,0.02,-0.02
300,dungeness crabs,20 years later,EB-FhTs,-1.082341096571826,0.004,-0.004
301,benthic grazers,20 years later,EB-FhTn,-4.895975395263919,0.4,-0.4
302,other filter feeders,20 years later,EB-FhTn,4.271216444973192e-05,0.0,-0.0
303,macrobenthos,20 years later,EB-FhTn,-0.1579322981922759,0.09,-0.09
304,sponges,20 years later,EB-FhTn,0.4939692123472117,0.0,-0.0
305,bivalves,20 years later,EB-FhTn,0.8896755460856776,0.02,-0.02
306,crabs,20 years later,EB-FhTn,0.3905692529714066,0.02,-0.02
307,dungeness crabs,20 years later,EB-FhTn,-0.5377872052339083,0.004,-0.004
308,benthic grazers,20 years later,JF-FlTs,-0.3817856268461317,0.4,-0.4
309,other filter feeders,20 years later,JF-FlTs,-5.1703124870350337e-05,0.0,-0.0
310,macrobenthos,20 years later,JF-FlTs,1.195218109487195,0.09,-0.09
311,sponges,20 years later,JF-FlTs,0.0044476120873548,0.0,-0.0
312,bivalves,20 years later,JF-FlTs,2.311536568647865,0.02,-0.02
313,crabs,20 years later,JF-FlTs,1.100396597683595,0.02,-0.02
314,dungeness crabs,20 years later,JF-FlTs,0.5436004710616116,0.004,-0.004
315,benthic grazers,20 years later,JF-FlTn,-0.1597609779082076,0.4,-0.4
316,other filter feeders,20 years later,JF-FlTn,-8.840430932854915e-05,0.0,-0.0
317,macrobenthos,20 years later,JF-FlTn,1.0625479356196177,0.09,-0.09
318,sponges,20 years later,JF-FlTn,0.0042685368130568,0.0,-0.0
319,bivalves,20 years later,JF-FlTn,1.893565497151961,0.02,-0.02
320,crabs,20 years later,JF-FlTn,0.9818645807274208,0.02,-0.02
321,dungeness crabs,20 years later,JF-FlTn,0.4996877683540734,0.004,-0.004
322,benthic grazers,20 years later,JF-FhTs,-0.0678481664325159,0.4,-0.4
323,other filter feeders,20 years later,JF-FhTs,-6.160235236363221e-05,0.0,-0.0
324,macrobenthos,20 years later,JF-FhTs,1.167899596752231,0.09,-0.09
325,sponges,20 years later,JF-FhTs,0.0042056845650728,0.0,-0.0
326,bivalves,20 years later,JF-FhTs,2.6997777221019703,0.02,-0.02
327,crabs,20 years later,JF-FhTs,1.4349918607567735,0.02,-0.02
328,dungeness crabs,20 years later,JF-FhTs,0.6741360675580177,0.004,-0.004
329,benthic grazers,20 years later,JF-FhTn,-0.3040320771190319,0.4,-0.4
330,other filter feeders,20 years later,JF-FhTn,-5.530382022334024e-05,0.0,-0.0
331,macrobenthos,20 years later,JF-FhTn,1.0855994901867394,0.09,-0.09
332,sponges,20 years later,JF-FhTn,0.0042627586929189,0.0,-0.0
333,bivalves,20 years later,JF-FhTn,2.32853600262144,0.02,-0.02
334,crabs,20 years later,JF-FhTn,1.078299965890683,0.02,-0.02
335,dungeness crabs,20 years later,JF-FhTn,0.4796675558129015,0.004,-0.004
336,benthopelagic,spill year,AP-FlTs,-0.0492933865279276,0.0,-0.0
337,small pelagic,spill year,AP-FlTs,-0.0858882928767774,0.06,-0.06
338,small demersal,spill year,AP-FlTs,-0.0337069366913123,0.0,-0.0
339,large demersal,spill year,AP-FlTs,-0.0144287148637201,0.0004,-0.0004
340,small flatfish,spill year,AP-FlTs,-0.0342177074517768,0.0006,-0.0006
341,large flatfish,spill year,AP-FlTs,-0.0351425787717007,0.0,-0.0
342,benthopelagic,spill year,AP-FlTn,-0.0179461159933369,0.0,-0.0
343,small pelagic,spill year,AP-FlTn,-0.0888497421143988,0.06,-0.06
344,small demersal,spill year,AP-FlTn,-0.0189966288748644,0.0,-0.0
345,large demersal,spill year,AP-FlTn,-0.0098812178050922,0.0004,-0.0004
346,small flatfish,spill year,AP-FlTn,-0.0311405719575164,0.0006,-0.0006
347,large flatfish,spill year,AP-FlTn,-0.0426977015872731,0.0,-0.0
348,benthopelagic,spill year,AP-FhTs,-0.0302552628180685,0.0,-0.0
349,small pelagic,spill year,AP-FhTs,-0.1175089827783756,0.06,-0.06
350,small demersal,spill year,AP-FhTs,-0.0538016896391368,0.0,-0.0
351,large demersal,spill year,AP-FhTs,-0.0142901446522425,0.0004,-0.0004
352,small flatfish,spill year,AP-FhTs,-0.0245091909524941,0.0006,-0.0006
353,large flatfish,spill year,AP-FhTs,-0.0277590492701396,0.0,-0.0
354,benthopelagic,spill year,AP-FhTn,-0.0235186836875311,0.0,-0.0
355,small pelagic,spill year,AP-FhTn,-0.0726831078908299,0.06,-0.06
356,small demersal,spill year,AP-FhTn,-0.0380391335551366,0.0,-0.0
